однако;27;0,0115201
чувства;27;0,0115201
Vous;27;0,0115201
офицеры;27;0,0115201
мгновение;27;0,0115201
сделали;26;0,0110934
Пьером;26;0,0110934
пожалуйста;26;0,0110934
графине;26;0,0110934
впечатление;26;0,0110934
Петербурга;26;0,0110934
мир;26;0,0110934
Долгоруков;26;0,0110934
отчего;26;0,0110934
последние;26;0,0110934
молодые;26;0,0110934
приятно;26;0,0110934
писал;26;0,0110934
просил;26;0,0110934
любила;26;0,0110934
полкового;26;0,0110934
движение;26;0,0110934
громко;26;0,0110934
ею;26;0,0110934
хороша;26;0,0110934
рада;26;0,0110934
лиц;26;0,0110934
изредка;26;0,0110934
решительно;26;0,0110934
речи;26;0,0110934
желаю;26;0,0110934
большую;26;0,0110934
глупости;26;0,0110934
столько;26;0,0110934
M;26;0,0110934
замуж;26;0,0110934
боялся;26;0,0110934
считал;26;0,0110934
сделала;26;0,0110934
бале;26;0,0110934
иначе;26;0,0110934
сыну;26;0,0110934
нашел;26;0,0110934
Le;26;0,0110934
on;26;0,0110934
левой;26;0,0110934
неловко;26;0,0110934
русских;26;0,0110934
Мама;26;0,0110934
Василия;26;0,0110934
грустно;25;0,0106668
людям;25;0,0106668
Жерков;25;0,0106668
Несколько;25;0,0106668
дам;25;0,0106668
идет;25;0,0106668
первых;25;0,0106668
Ростовы;25;0,0106668
жене;25;0,0106668
едва;25;0,0106668
pere;25;0,0106668
человеку;25;0,0106668
мундире;25;0,0106668
человеком;25;0,0106668
счастия;25;0,0106668
Соней;25;0,0106668
обыкновенно;25;0,0106668
Mon;25;0,0106668
читать;25;0,0106668
заметив;25;0,0106668
цепи;25;0,0106668
внимание;25;0,0106668
ходить;25;0,0106668
Andre;25;0,0106668
счастье;25;0,0106668
ночи;25;0,0106668
Павловны;25;0,0106668
засмеялся;25;0,0106668
прибавила;25;0,0106668
слышались;25;0,0106668
Опять;25;0,0106668
г;25;0,0106668
менее;25;0,0106668
одному;25;0,0106668
краснея;25;0,0106668
ваш;25;0,0106668
армия;24;0,0102401
Наполеона;24;0,0102401
отвернулся;24;0,0102401
